['Tayam| Luminous Enigma'],['BGW'],"['Deafening Silence', 'Aura of Silence', 'Birds of Paradise', 'Recruiter of the Guard', 'Weathered Wayfarer', 'Rule of Law', 'Shield Mate', 'Survival of the Fittest', 'Strangleroot Geist', 'Godless Shrine', 'Thousand-Year Elixir', 'Cryptolith Rite', 'Sylvan Safekeeper', 'Phyrexian Tower', 'Abrupt Decay', 'Overgrown Tomb', 'Temple Garden', 'Winding Constrictor', 'Elvish Mystic', 'Ethersworn Canonist', 'Knight of the Reliquary', 'Silence', 'Finale of Devastation', 'Carrion Feeder', 'Giver of Runes', 'Ranger-Captain of Eos', 'Gavony Township', 'City of Brass', 'Eidolon of Rhetoric', 'Deathrite Shaman', ""Gaea's Cradle"", ""Lion's Eye Diamond"", 'Bayou', 'Scrubland', 'Savannah', 'Drannith Magistrate', 'Crop Rotation', 'Mox Diamond', 'Elves of Deep Shadow', 'Gemstone Caverns', 'Llanowar Elves', 'Bloodstained Mire', 'Flooded Strand', 'Polluted Delta', 'Wooded Foothills', 'Turntimber Sower', 'Command Beacon', 'Devoted Druid', 'Cabal Pit', 'Centaur Garden', 'Icatian Moneychanger', 'Command Tower', 'Worldly Tutor', 'Sylvan Library', 'Windswept Heath', 'Skyclave Apparition', 'Archon of Emeria', 'Opposition Agent', 'Swords to Plowshares', 'Demonic Tutor', 'Witherbloom Apprentice', 'Arid Mesa', 'Marsh Flats', 'Misty Rainforest', 'Verdant Catacombs', 'Esper Sentinel', 'Dauthi Voidwalker', 'Endurance', ""Kenrith's Transformation"", ""Avacyn's Pilgrim"", 'Promise of Bunrei', 'Boseiju| Who Endures', 'Touch the Spirit Realm', 'Lethal Scheme', 'Chain of Smog', ""Ashnod's Altar"", 'Collector Ouphe', 'Tyvar| Jubilant Brawler', 'Armored Scrapgorger', 'Delighted Halfling', 'Yavimaya| Cradle of Growth', 'Carpet of Flowers', 'Overseer of Vault 76', 'Aven Interrupter', 'Warren Soultrader', 'Birthing Ritual', 'Ripples of Undeath', 'Talon Gates of Madara', 'Enduring Vitality', 'Fiend Artisan', 'Chord of Calling', 'Mana Confluence', 'Vampiric Tutor', 'Eternal Witness', 'Reflecting Pool', 'Wall of Roots', 'Hunting Grounds', 'Orcish Bowmasters', 'Shadowy Backstreet']"
['The Wise Mothman'],['BGU'],"['Veil of Summer', 'Animate Dead', 'Eternal Scourge', 'Eldritch Evolution', 'Ancient Tomb', 'Mnemonic Betrayal', 'Vampiric Tutor', 'Mental Misstep', 'Mindcrank', 'Noxious Revival', ""Gaea's Cradle"", 'Gilded Drake', 'Worldly Tutor', 'Demonic Consultation', 'Dance of the Dead', 'Mystic Remora', 'Bayou', 'Tropical Island', 'Underground Sea', 'Destiny Spinner', 'Chrome Mox', 'Mox Opal', 'Elves of Deep Shadow', 'Mox Diamond', 'Chain of Smog', 'Misthollow Griffin', 'Swan Song', 'Devoted Druid', 'Tarnished Citadel', 'Witherbloom Apprentice', 'Tainted Pact', 'Hermit Druid', 'Turn the Earth', 'Imperial Seal', ""Conqueror's Flail"", 'Deathrite Shaman', 'Diabolic Intent', ""Machine God's Effigy"", 'Sylvan Library', 'The One Ring', 'Reanimate', 'Bloodchief Ascension', ""Agatha's Soul Cauldron"", 'Hedge Maze', 'Undercity Sewers', 'Opposition Agent', 'Mindbreak Trap', 'Six', 'Pact of Negation', 'Gitaxian Probe', 'Spell Snare', 'Chord of Calling', 'Crop Rotation', 'Cyclonic Rift', 'Sol Ring', 'Llanowar Elves', 'Rhystic Study', 'Mana Confluence', 'Undergrowth Stadium', 'Scalding Tarn', 'Misty Rainforest', 'Marsh Flats', 'Polluted Delta', 'Morphic Pool', 'Windswept Heath', 'Verdant Catacombs', 'Mana Drain', 'Demonic Tutor', 'Dark Ritual', 'Dress Down', 'Malevolent Hermit // Benevolent Geist', 'Watery Grave', 'Overgrown Tomb', 'Breeding Pool', 'Bloom Tender', 'Sheoldred| the Apocalypse', 'Force of Will', 'Eternal Witness', 'Birds of Paradise', 'Wild Growth', ""Thassa's Oracle"", 'Delighted Halfling', 'Orcish Bowmasters', ""An Offer You Can't Refuse"", 'Command Tower', 'Rejuvenating Springs', 'Talion| the Kindly Lord', 'Food Chain', 'Walking Ballista', 'Flusterstorm', 'Strix Serenade', 'Shifting Woodland', 'Fanatic of Rhonas', 'Mockingbird', 'Valley Floodcaller', 'Arcane Signet', 'City of Brass', ""Assassin's Trophy"", 'Lotus Petal']"
['Kinnan| Bonder Prodigy'],['GU'],"['Nyxbloom Ancient', 'Thorn Mammoth', 'Crop Rotation', 'Manglehorn', 'Phyrexian Metamorph', 'Command Tower', 'Seedborn Muse', 'Breeding Pool', 'Basalt Monolith', ""Biomancer's Familiar"", 'Misty Rainforest', 'Scalding Tarn', 'Simic Signet', 'Verdant Catacombs', 'Chord of Calling', 'Glen Elendra Archmage', 'Reshape', 'Ancient Tomb', 'Grim Monolith', 'Mana Vault', 'Llanowar Elves', 'Finale of Devastation', 'Force of Vigor', 'Fierce Guardianship', 'Mox Opal', 'Mental Misstep', 'Rhystic Study', ""Gaea's Cradle"", 'Gilded Drake', 'Tropical Island', 'Mox Diamond', 'Perplexing Chimera', 'Cyclonic Rift', 'Homeward Path', 'Lurking Predators', 'Mox Amber', 'Sylvan Caryatid', 'Fabricate', 'City of Brass', 'Sol Ring', 'Fyndhorn Elves', 'Pact of Negation', 'Gemstone Caverns', ""Urza's Saga"", 'Moonsilver Key', 'Hullbreaker Horror', 'Moonsnare Prototype', 'Otawara| Soaring City', 'Boseiju| Who Endures', 'Void Winnower', ""An Offer You Can't Refuse"", 'Force of Negation', 'Force of Will', 'Fellwar Stone', 'Springleaf Drum', 'Mystic Remora', 'Worldly Tutor', 'Armored Scrapgorger', 'Arcane Signet', 'The One Ring', 'Swan Song', 'Rejuvenating Springs', 'Elvish Mystic', 'Tidespout Tyrant', 'Talisman of Curiosity', 'Polluted Delta', 'Windswept Heath', 'Treasure Vault', 'Flooded Strand', 'Wooded Foothills', 'Botanical Sanctum', 'Mindbreak Trap', 'Sink into Stupor // Soporific Springs', 'Bridgeworks Battle // Tanglespan Bridgeworks', 'Terastodon', 'Pollywog Prodigy', 'Tezzeret the Seeker', 'Chrome Mox', 'Nezahal| Primal Tide', 'Wandering Archaic // Explore the Vastlands', 'Kogla| the Titan Ape', 'Colossal Skyturtle', 'Kira| Great Glass-Spinner', 'Bloom Tender', 'Mana Drain', 'Birds of Paradise', 'Island', 'Llawan| Cephalid Empress', 'Delighted Halfling', 'Exotic Orchard', 'Flusterstorm', 'Volatile Stormdrake', 'Endurance', 'Fanatic of Rhonas', 'Thrasios| Triton Hero', 'Consecrated Sphinx', 'Lotus Petal', 'Forest']"
"[""Yuriko| the Tiger's Shadow""]",['BU'],"[""Thassa's Oracle"", ""Shizo| Death's Storehouse"", ""Sakashima's Student"", 'Fourth Bridge Prowler', 'Memnite', 'Gush', 'Snuff Out', 'Submerge', 'Lotus Petal', 'Phyrexian Walker', 'Rhystic Study', 'Null Rod', 'Demonic Consultation', 'Underground Sea', 'Contagion', 'Bloodstained Mire', 'Flooded Strand', 'Polluted Delta', 'Mox Amber', 'Mindbreak Trap', 'Chrome Mox', ""Agadeem's Awakening // Agadeem| the Undercrypt"", 'Opposition Agent', 'Demonic Tutor', 'Gemstone Caverns', 'Scalding Tarn', 'Verdant Catacombs', 'Imperial Seal', 'Command Tower', 'Undercity Sewers', 'Orochi Soul-Reaver', 'Flare of Denial', 'Consign // Oblivion', 'Wingcrafter', 'Dismember', 'Gitaxian Probe', 'Signal Pest', 'Mox Diamond', 'Force of Despair', 'Temporal Trespass', 'Misdirection', 'Mental Misstep', 'Skullsnatcher', 'Mothdust Changeling', 'Vampiric Tutor', 'Mana Confluence', 'Sea Gate Restoration // Sea Gate| Reborn', 'Ninja of the Deep Hours', 'Ingenious Infiltrator', 'Cursed Totem', 'Prismatic Vista', 'Ornithopter', 'Snow-Covered Island', 'Snow-Covered Swamp', 'Island', 'Swamp', 'Silver-Fur Master', 'Moon-Circuit Hacker', 'Otawara| Soaring City', 'Prosperous Thief', 'Thousand-Faced Shadow', 'Morphic Pool', ""An Offer You Can't Refuse"", 'Shadow of Mortality', 'Mystic Remora', 'Force of Will', ""Lim-Dûl's Vault"", 'Underground River', 'Mystical Tutor', 'Street Wraith', 'Orcish Bowmasters', 'Deadly Rollick', 'Bloodchief Ascension', 'Commandeer', 'Fierce Guardianship', 'Watery Grave', 'Nanogene Conversion', 'Roaming Throne', 'Satoru| the Infiltrator', 'Flusterstorm', 'Subtlety', 'Flare of Malice', 'Sink into Stupor // Soporific Springs', 'Fell the Profane // Fell Mire', 'Boggart Trawler // Boggart Bog', 'Hydroelectric Specimen // Hydroelectric Laboratory', 'Mockingbird', 'Kaito| Bane of Nightmares', 'Brainstorm', 'Dark Ritual', 'Tainted Pact', 'Marsh Flats', 'Misty Rainforest', 'Force of Negation', 'Faerie Seer', 'Universal Automaton', 'Changeling Outcast', 'Doomsday', 'Sol Ring']"
"['Jeska| Thrice Reborn', 'Tymna the Weaver']","['R', 'BW']","['Wishclaw Talisman', 'Grim Tutor', 'Lightning Bolt', 'Swords to Plowshares', 'Hope of Ghirapur', 'Slaughter Pact', 'Rite of Flame', 'Necropotence', 'Gamble', 'Mana Confluence', 'Reanimate', 'Leonin Relic-Warder', 'Path to Exile', 'Auriok Salvagers', 'Imperial Recruiter', 'Drannith Magistrate', 'Chain of Smog', ""Angel's Grace"", 'Dark Ritual', 'Red Elemental Blast', 'Worldgorger Dragon', 'Spectator Seating', 'Vault of Champions', 'Silence', 'Arid Mesa', 'Marsh Flats', 'Scalding Tarn', 'Verdant Catacombs', 'Portable Hole', 'Ranger-Captain of Eos', 'Damn', 'Ragavan| Nimble Pilferer', 'Luxury Suite', 'Imperial Seal', 'Mana Vault', 'Caves of Koilos', 'Animate Dead', 'Soul Partition', ""Sevinne's Reclamation"", 'Gemstone Mine', 'Orcish Bowmasters', 'Sol Ring', 'Storm-Kiln Artist', 'Demonic Tutor', 'Deflecting Swat', 'Blood Crypt', 'Godless Shrine', 'Sacred Foundry', 'Mount Doom', 'Mayhem Devil', 'Arcane Signet', 'Command Tower', 'Bloodstained Mire', 'Flooded Strand', 'Windswept Heath', 'Wooded Foothills', 'Polluted Delta', ""Orim's Chant"", 'Esper Sentinel', ""Dragon's Rage Channeler"", 'Culling the Weak', 'Cabal Ritual', 'Grinding Station', 'Chrome Mox', 'Insolent Neonate', 'City of Brass', 'Mox Opal', 'Memnite', 'Diabolic Intent', 'Ancient Tomb', 'Lotus Petal', 'Necromancy', 'Vampiric Tutor', 'Grand Abolisher', 'Ad Nauseam', 'Enlightened Tutor', ""Lion's Eye Diamond"", 'Dance of the Dead', 'Badlands', 'Plateau', 'Scrubland', 'Wheel of Fortune', 'Underworld Breach', 'Mox Diamond', 'Gemstone Caverns', 'Serra Ascendant', 'Simian Spirit Guide', 'Tainted Pact', 'Cathar Commando', 'Defense Grid', 'Entomb', 'Boromir| Warden of the Tower', 'Lotho| Corrupt Shirriff', 'Static Prison', 'Talisman of Conviction', 'Talisman of Hierarchy', 'Talisman of Indulgence', 'Fellwar Stone']"
['Kinnan| Bonder Prodigy'],['GU'],"['Seedborn Muse', 'Transmute Artifact', 'Llanowar Elves', 'Mana Vault', 'Breeding Pool', 'Homeward Path', 'Force of Will', 'Ancient Tomb', 'Mirage Mirror', 'Walking Ballista', 'Trophy Mage', 'Void Winnower', 'City of Brass', 'Lotus Petal', 'Grim Monolith', 'Emergence Zone', 'Finale of Devastation', 'Flusterstorm', 'Force of Vigor', 'Force of Negation', 'Waterlogged Grove', 'Fierce Guardianship', 'Misty Rainforest', 'Verdant Catacombs', 'Scalding Tarn', 'Manglehorn', 'Mana Confluence', 'Cyclonic Rift', 'Mental Misstep', 'Rhystic Study', ""Gaea's Cradle"", 'Gilded Drake', 'Mystic Remora', 'Basalt Monolith', 'Tropical Island', 'Nyxbloom Ancient', 'Chrome Mox', 'Mox Opal', 'Mox Diamond', 'Gemstone Caverns', 'Perplexing Chimera', 'Flooded Strand', 'Freed from the Real', 'Pact of Negation', 'Nezahal| Primal Tide', 'Swan Song', 'Fabricate', 'Cephalid Coliseum', 'Worldly Tutor', 'Fyndhorn Elves', 'Wandering Archaic // Explore the Vastlands', 'Endurance', 'Spellskite', 'Moonsilver Key', 'Forest', 'Boseiju| Who Endures', 'Otawara| Soaring City', 'March of Swirling Mist', 'Colossal Skyturtle', ""An Offer You Can't Refuse"", 'Devoted Druid', 'Hullbreaker Horror', 'Bloom Tender', ""Green Sun's Zenith"", 'Mana Drain', 'Sol Ring', 'Birds of Paradise', 'Tezzeret the Seeker', ""Machine God's Effigy"", 'Mox Amber', 'Invasion of Ikoria // Zilortha| Apex of Ikoria', 'Command Tower', ""Minamo| School at Water's Edge"", 'Elvish Mystic', ""Agatha's Soul Cauldron"", 'Glen Elendra Archmage', 'Thrasios| Triton Hero', 'Rapid Hybridization', 'Windswept Heath', 'Mindbreak Trap', 'Volatile Stormdrake', 'Sink into Stupor // Soporific Springs', 'Bridgeworks Battle // Tanglespan Bridgeworks', 'Enduring Vitality', 'Chord of Calling', 'Crop Rotation', 'Phyrexian Metamorph', 'Springleaf Drum', 'Rejuvenating Springs', 'Consecrated Sphinx', 'Treasure Vault', 'Arcane Signet', 'Island', 'Elvish Spirit Guide', 'The One Ring', 'Tidespout Tyrant', 'Simic Signet', 'Talisman of Curiosity', 'Fellwar Stone']"
"['Rograkh| Son of Rohgahh', 'Silas Renn| Seeker Adept']","['R', 'BU']","['Wishclaw Talisman', 'Lotus Petal', 'Rhystic Study', 'Kobolds of Kher Keep', 'City of Traitors', 'Culling the Weak', 'Cabal Ritual', 'Grinding Station', 'Vampiric Tutor', 'Mnemonic Betrayal', 'Pact of Negation', 'Paradise Mantle', 'Rite of Flame', 'Brain Freeze', 'Diabolic Intent', 'Brainstorm', 'Daze', 'Ancient Tomb', 'Reanimate', 'Grim Monolith', 'Dark Ritual', 'Talisman of Creativity', 'Snap', 'Mox Opal', 'City of Brass', 'Blood Crypt', 'Steam Vents', 'Gitaxian Probe', 'Mental Misstep', 'Springleaf Drum', 'Rhystic Tutor', 'Phyrexian Tower', ""Yawgmoth's Will"", 'Windfall', ""Lion's Eye Diamond"", 'Demonic Consultation', 'Mystic Remora', 'Pyroblast', 'Badlands', 'Demonic Tutor', 'Mana Vault', 'Red Elemental Blast', 'Volcanic Island', 'Wheel of Fortune', 'Underworld Breach', 'Ad Nauseam', 'Chrome Mox', 'Underground Sea', 'Mox Diamond', 'Chain of Vapor', 'Gemstone Caverns', 'Mox Amber', 'Swan Song', 'Talisman of Indulgence', 'Talisman of Dominance', 'Tainted Pact', 'Final Fortune', 'Last Chance', 'Command Tower', 'Scalding Tarn', 'Polluted Delta', 'Verdant Catacombs', 'Simian Spirit Guide', ""Jeska's Will"", 'Watery Grave', 'Misty Rainforest', 'Sol Ring', 'Otawara| Soaring City', 'Imperial Seal', ""Conqueror's Flail"", ""Warrior's Oath"", 'Defense Grid', 'Gamble', 'Mystical Tutor', ""Thassa's Oracle"", ""An Offer You Can't Refuse"", 'Deflecting Swat', 'Fierce Guardianship', 'Leyline of Anticipation', 'Borne Upon a Wind', 'Undercity Sewers', 'Bloodstained Mire', 'Flooded Strand', 'Wooded Foothills', 'Mindbreak Trap', 'Flare of Duplication', 'Ragavan| Nimble Pilferer', 'Strix Serenade', 'Into the Flood Maw', 'Valley Floodcaller', 'Necropotence', 'Birgi| God of Storytelling // Harnfel| Horn of Bounty', 'Arid Mesa', 'Marsh Flats', 'Arcane Signet', 'Flusterstorm', 'Strike It Rich', 'Necrodominance']"
"['Rograkh| Son of Rohgahh', 'Silas Renn| Seeker Adept']","['R', 'BU']","['Underworld Breach', 'Mystical Tutor', 'Mnemonic Betrayal', 'Necropotence', 'Snap', 'Wishclaw Talisman', ""Praetor's Grasp"", 'Ad Nauseam', 'Watery Grave', 'Defense Grid', 'Steam Vents', 'Wheel of Misfortune', 'Tainted Pact', 'Sol Ring', 'Mystic Remora', ""Warrior's Oath"", 'Windfall', 'Last Chance', ""Thassa's Oracle"", 'Orcish Bowmasters', 'Borne Upon a Wind', 'Command Tower', 'Simian Spirit Guide', 'Flare of Duplication', 'Valley Floodcaller', 'City of Traitors', 'Culling the Weak', 'Cabal Ritual', 'Pact of Negation', 'Daze', 'Blood Crypt', 'Phyrexian Tower', 'Paradise Mantle', 'Mox Opal', 'Rite of Flame', 'Diabolic Intent', 'Ancient Tomb', 'Lotus Petal', 'Grim Monolith', 'Mana Vault', 'Vampiric Tutor', 'Mana Confluence', 'Gitaxian Probe', 'Mental Misstep', 'Rhystic Study', ""Yawgmoth's Will"", ""Lion's Eye Diamond"", 'Demonic Consultation', 'Badlands', 'Red Elemental Blast', 'Underground Sea', 'Volcanic Island', 'Wheel of Fortune', 'Springleaf Drum', 'Force of Will', 'Mox Diamond', 'Bloodstained Mire', 'Chain of Vapor', 'Flooded Strand', 'Polluted Delta', 'Gemstone Caverns', 'Wooded Foothills', 'Mox Amber', 'Flusterstorm', 'Swan Song', 'Infernal Plunge', 'Arid Mesa', 'Marsh Flats', 'Mindbreak Trap', 'Misty Rainforest', 'Scalding Tarn', 'Verdant Catacombs', 'Chrome Mox', 'City of Brass', 'Final Fortune', 'Timetwister', 'Brain Freeze', ""Jeska's Will"", 'Birgi| God of Storytelling // Harnfel| Horn of Bounty', 'Demonic Tutor', 'Gamble', 'Ragavan| Nimble Pilferer', 'Otawara| Soaring City', 'Imperial Seal', 'Force of Negation', 'Gemstone Mine', 'Deflecting Swat', 'Deadly Rollick', 'Fierce Guardianship', 'Beseech the Mirror', 'Necrodominance', 'Into the Flood Maw', 'Demonic Counsel', 'Dark Ritual', 'Arcane Signet', 'Talisman of Creativity', 'Talisman of Dominance', 'Talisman of Indulgence']"
"['Silas Renn| Seeker Adept', 'Rograkh| Son of Rohgahh']","['BU', 'R']","['City of Traitors', 'Grim Tutor', 'Daze', 'Ancient Tomb', 'Lotus Petal', 'Wheel of Fortune', 'Phyrexian Tower', ""Lion's Eye Diamond"", 'Mystical Tutor', 'Demonic Consultation', 'Mystic Remora', 'Pyroblast', 'Timetwister', 'Force of Will', 'Mox Diamond', 'Imperial Seal', ""Warrior's Oath"", 'Bloodstained Mire', 'Flooded Strand', 'Wooded Foothills', 'Entomb', 'Last Chance', 'Demonic Tutor', 'Gitaxian Probe', 'Verdant Catacombs', 'Ad Nauseam', 'Mana Vault', 'Badlands', 'Mental Misstep', 'Otawara| Soaring City', 'Talisman of Dominance', 'Talisman of Indulgence', 'Mnemonic Betrayal', ""Praetor's Grasp"", 'Simian Spirit Guide', 'City of Brass', 'Marsh Flats', 'Wishclaw Talisman', 'Scalding Tarn', 'Gemstone Caverns', 'Fierce Guardianship', 'Defense Grid', 'Misty Rainforest', 'Into the Flood Maw', 'Infernal Plunge', 'Rite of Flame', 'Flare of Duplication', 'Springleaf Drum', 'Borne Upon a Wind', 'Polluted Delta', ""Thassa's Oracle"", 'Mox Amber', 'Valley Floodcaller', 'Gamble', 'Beseech the Mirror', ""Jeska's Will"", ""Yawgmoth's Will"", 'Deflecting Swat', 'Necrodominance', 'Arid Mesa', 'Blood Crypt', 'Steam Vents', 'Undercity Sewers', 'Watery Grave', 'Underground Sea', 'Volcanic Island', 'Brain Freeze', 'Necropotence', 'Diabolic Intent', 'Goblin Welder', 'Snap', 'Rhystic Study', 'Tainted Pact', 'Vampiric Tutor', 'Birgi| God of Storytelling // Harnfel| Horn of Bounty', ""Bolas's Citadel"", 'Windfall', 'Chrome Mox', 'Paradise Mantle', 'Deadly Rollick', 'Underworld Breach', 'Culling the Weak', 'Raucous Theater', 'Flusterstorm', 'Ragavan| Nimble Pilferer', 'Command Tower', 'Sol Ring', 'Brainstorm', 'Chain of Vapor', 'Pact of Negation', 'Mindbreak Trap', 'Dark Ritual', 'Grinding Station', 'Cabal Ritual', 'Final Fortune', 'Demonic Counsel', 'Arcane Signet', 'Mox Opal']"
"['Vial Smasher the Fierce', 'Thrasios| Triton Hero']","['BR', 'GU']","['Bloom Tender', 'Demonic Tutor', 'Eldritch Evolution', 'Lotus Petal', 'Mana Crypt', 'Veil of Summer', 'Dockside Extortionist', 'Seedborn Muse', 'City of Brass', 'Force of Will', ""Biomancer's Familiar"", 'Breeding Pool', 'Ancient Tomb', 'Gamble', 'Stomping Ground', 'Mnemonic Betrayal', 'Steam Vents', 'Watery Grave', 'Cyclonic Rift', 'Deadeye Navigator', 'Grim Monolith', 'Mana Vault', 'Red Elemental Blast', 'Dark Ritual', 'Finale of Devastation', 'Neoform', 'Flusterstorm', 'Force of Negation', 'Deflecting Swat', 'Fierce Guardianship', 'Mana Confluence', 'Overgrown Tomb', 'Mental Misstep', 'Noxious Revival', 'Rhystic Study', 'Gilded Drake', 'Demonic Consultation', 'Mystic Remora', 'Badlands', 'Bayou', 'Tropical Island', 'Taiga', 'Underground Sea', 'Volcanic Island', ""Thassa's Oracle"", 'Mox Diamond', 'Bloodstained Mire', 'Flooded Strand', 'Polluted Delta', 'Wooded Foothills', 'Windswept Heath', 'Mox Amber', 'Scalding Tarn', 'Chrome Mox', 'Vampiric Tutor', 'Opposition Agent', 'Pact of Negation', 'Keen Sense', 'Gemstone Caverns', 'Tainted Pact', 'Misty Rainforest', 'Verdant Catacombs', 'Ignoble Hierarch', 'Dauthi Voidwalker', 'Boseiju| Who Endures', 'Otawara| Soaring City', 'March of Swirling Mist', ""An Offer You Can't Refuse"", 'Ledger Shredder', 'Imperial Seal', 'Forbidden Orchard', 'Birds of Paradise', 'Diabolic Intent', 'Springleaf Drum', 'Worldly Tutor', 'The One Ring', 'Invasion of Ikoria // Zilortha| Apex of Ikoria', 'Orcish Bowmasters', 'Borne Upon a Wind', 'Swan Song', 'Curiosity', 'Flesh Duplicate', 'Carpet of Flowers', 'Exotic Orchard', 'Chord of Calling', 'Deathrite Shaman', 'Sol Ring', 'Abrupt Decay', 'Mindbreak Trap', 'Arcane Signet', 'Command Tower', 'Fellwar Stone', 'Chthonian Nightmare', 'Flare of Denial', 'Endurance', 'Eternal Witness', 'Temur Sabertooth', 'Training Grounds']"
